run000 | 0.398319 | 68
run001 | 0.460098 | 42
run002 | 0.380712 | 23
run003 | 0.374658 | 24
run004 | 0.369003 | 15
run005 | 0.360199 | 15
run006 | 0.357366 | 11
run007 | 0.354097 | 8
run008 | 0.353994 | 8
run009 | 0.357923 | 7
run010 | 0.424489 | 78
run011 | 0.430422 | 48
run012 | 0.435052 | 29
run013 | 0.382138 | 20
run014 | 0.364998 | 11
run015 | 0.359651 | 8
run016 | 0.363927 | 6
run017 | 0.358585 | 4
run018 | 0.357208 | 3
run019 | 0.348113 | 2
run020 | 0.480275 | 61
run021 | 0.408809 | 48
run022 | 0.417030 | 43
run023 | 0.426672 | 35
run024 | 0.382207 | 15
run025 | 0.376640 | 11
run026 | 0.364510 | 5
run027 | 0.349297 | 3
run028 | 0.360555 | 3
run029 | 0.358304 | 2
run030 | 0.398177 | 68
run031 | 0.400221 | 42
run032 | 0.382763 | 23
run033 | 0.378562 | 24
run034 | 0.359940 | 15
run035 | 0.363126 | 15
run036 | 0.361727 | 11
run037 | 0.381983 | 8
run038 | 0.353034 | 8
run039 | 0.365640 | 7
run040 | 0.432737 | 78
run041 | 0.453715 | 48
run042 | 0.398889 | 29
run043 | 0.382602 | 20
run044 | 0.370202 | 11
run045 | 0.369273 | 8
run046 | 0.357232 | 6
run047 | 0.353748 | 4
run048 | 0.355667 | 3
run049 | 0.363575 | 2
run050 | 0.426056 | 61
run051 | 0.436085 | 48
run052 | 0.429065 | 43
run053 | 0.441451 | 35
run054 | 0.382892 | 15
run055 | 0.382081 | 11
run056 | 0.359577 | 5
run057 | 0.355231 | 3
run058 | 0.380682 | 3
run059 | 0.358008 | 2
run060 | 0.427704 | 68
run061 | 0.395255 | 42
run062 | 0.381931 | 23
run063 | 0.378026 | 24
run064 | 0.364697 | 15
run065 | 0.368956 | 15
run066 | 0.354190 | 11
run067 | 0.353172 | 8
run068 | 0.360661 | 8
run069 | 0.360104 | 7
run070 | 0.422536 | 78
run071 | 0.440856 | 48
run072 | 0.419514 | 29
run073 | 0.384979 | 20
run074 | 0.369135 | 11
run075 | 0.365673 | 8
run076 | 0.360439 | 6
run077 | 0.355905 | 4
run078 | 0.359936 | 3
run079 | 0.365725 | 2
run080 | 0.402781 | 61
run081 | 0.402234 | 48
run082 | 0.438627 | 43
run083 | 0.415135 | 35
run084 | 0.388138 | 15
run085 | 0.383428 | 11
run086 | 0.367660 | 5
run087 | 0.367228 | 3
run088 | 0.359589 | 3
run089 | 0.357565 | 2
run090 | 0.428238 | 68
run091 | 0.423912 | 42
run092 | 0.376948 | 23
run093 | 0.380508 | 24
run094 | 0.368064 | 15
run095 | 0.360309 | 15
run096 | 0.356053 | 11
run097 | 0.347624 | 8
run098 | 0.360730 | 8
run099 | 0.367162 | 7
run100 | 0.411881 | 78
run101 | 0.407425 | 48
run102 | 0.463863 | 29
run103 | 0.389556 | 20
run104 | 0.371405 | 11
run105 | 0.367181 | 8
run106 | 0.360000 | 6
run107 | 0.365454 | 4
run108 | 0.349018 | 3
run109 | 0.356137 | 2
run110 | 0.436840 | 61
run111 | 0.427734 | 48
run112 | 0.514633 | 43
run113 | 0.405740 | 35
run114 | 0.382702 | 15
run115 | 0.377452 | 11
run116 | 0.362205 | 5
run117 | 0.355856 | 3
run118 | 0.371355 | 3
run119 | 0.362373 | 2
run120 | 0.402500 | 68
run121 | 0.394962 | 42
run122 | 0.379605 | 23
run123 | 0.377990 | 24
run124 | 0.364553 | 15
run125 | 0.361208 | 15
run126 | 0.353801 | 11
run127 | 0.354271 | 8
run128 | 0.351638 | 8
run129 | 0.352811 | 7
run130 | 0.400003 | 78
run131 | 0.403472 | 48
run132 | 0.389189 | 29
run133 | 0.392806 | 20
run134 | 0.372161 | 11
run135 | 0.366050 | 8
run136 | 0.355468 | 6
run137 | 0.353151 | 4
run138 | 0.356443 | 3
run139 | 0.356609 | 2
run140 | 0.425234 | 61
run141 | 0.423803 | 48
run142 | 0.422728 | 43
run143 | 0.418342 | 35
run144 | 0.383213 | 15
run145 | 0.380686 | 11
run146 | 0.365506 | 5
run147 | 0.362028 | 3
run148 | 0.361257 | 3
run149 | 0.368395 | 2
run150 | 0.402657 | 68
run151 | 0.413722 | 42
run152 | 0.382194 | 23
run153 | 0.375362 | 24
run154 | 0.366196 | 15
run155 | 0.363782 | 15
run156 | 0.353943 | 11
run157 | 0.348511 | 8
run158 | 0.349120 | 8
run159 | 0.358627 | 7
run160 | 0.428685 | 78
run161 | 0.412640 | 48
run162 | 0.399249 | 29
run163 | 0.385210 | 20
run164 | 0.373946 | 11
run165 | 0.369737 | 8
run166 | 0.361350 | 6
run167 | 0.355597 | 4
run168 | 0.352927 | 3
run169 | 0.358232 | 2
run170 | 0.430398 | 61
run171 | 0.417781 | 48
run172 | 0.454995 | 43
run173 | 0.462794 | 35
run174 | 0.392181 | 15
run175 | 0.397100 | 11
run176 | 0.365049 | 5
run177 | 0.359370 | 3
run178 | 0.362731 | 3
