run000 | 0.399913 | 55
run001 | 0.511832 | 27
run002 | 0.383812 | 17
run003 | 0.374618 | 18
run004 | 0.366285 | 12
run005 | 0.357303 | 11
run006 | 0.353500 | 8
run007 | 0.357333 | 4
run008 | 0.361244 | 5
run009 | 0.351908 | 5
run010 | 0.562986 | 5
run011 | 0.629515 | 5
run012 | 0.495820 | 5
run013 | 0.458444 | 5
run014 | 0.398538 | 5
run015 | 0.371182 | 5
run016 | 0.365598 | 5
run017 | 0.358585 | 4
run018 | 0.357208 | 3
run019 | 0.348113 | 2
run020 | 0.535461 | 5
run021 | 0.527977 | 5
run022 | 0.449963 | 5
run023 | 0.496864 | 5
run024 | 0.431161 | 5
run025 | 0.379593 | 5
run026 | 0.362229 | 5
run027 | 0.349297 | 3
run028 | 0.360555 | 3
run029 | 0.358304 | 2
run030 | 0.524415 | 2
run031 | 0.459800 | 2
run032 | 0.496774 | 2
run033 | 0.424660 | 2
run034 | 0.396338 | 2
run035 | 0.382966 | 2
run036 | 0.372275 | 2
run037 | 0.364111 | 2
run038 | 0.358227 | 2
run039 | 0.352268 | 2
run040 | 0.533818 | 5
run041 | 0.693885 | 5
run042 | 0.476957 | 5
run043 | 0.433543 | 5
run044 | 0.387339 | 5
run045 | 0.370456 | 5
run046 | 0.355430 | 5
run047 | 0.353748 | 4
run048 | 0.355667 | 3
run049 | 0.363575 | 2
run050 | 0.511548 | 5
run051 | 0.512862 | 5
run052 | 0.484904 | 5
run053 | 0.454645 | 5
run054 | 0.473181 | 5
run055 | 0.380076 | 5
run056 | 0.362079 | 5
run057 | 0.355231 | 3
run058 | 0.380682 | 3
run059 | 0.358008 | 2
run060 | 0.570677 | 2
run061 | 0.496476 | 2
run062 | 0.461618 | 2
run063 | 0.422398 | 2
run064 | 0.404706 | 2
run065 | 0.388240 | 2
run066 | 0.372651 | 2
run067 | 0.363439 | 2
run068 | 0.359892 | 2
run069 | 0.351559 | 2
run070 | 0.548038 | 5
run071 | 0.520445 | 5
run072 | 0.498470 | 5
run073 | 0.434586 | 5
run074 | 0.388701 | 5
run075 | 0.370390 | 5
run076 | 0.357127 | 5
run077 | 0.355905 | 4
run078 | 0.359936 | 3
run079 | 0.365725 | 2
run080 | 0.553672 | 5
run081 | 0.648080 | 5
run082 | 0.520851 | 5
run083 | 0.483475 | 5
run084 | 0.427230 | 5
run085 | 0.377835 | 5
run086 | 0.371737 | 5
run087 | 0.367228 | 3
run088 | 0.359589 | 3
run089 | 0.357565 | 2
run090 | 0.543661 | 2
run091 | 0.568278 | 2
run092 | 0.430396 | 2
run093 | 0.424710 | 2
run094 | 0.396234 | 2
run095 | 0.381366 | 2
run096 | 0.368575 | 2
run097 | 0.361195 | 2
run098 | 0.354935 | 2
run099 | 0.353434 | 2
run100 | 0.536215 | 5
run101 | 0.477005 | 5
run102 | 0.637046 | 5
run103 | 0.430756 | 5
run104 | 0.382398 | 5
run105 | 0.371296 | 5
run106 | 0.358089 | 5
run107 | 0.365454 | 4
run108 | 0.349018 | 3
run109 | 0.356137 | 2
run110 | 0.602139 | 5
run111 | 0.582346 | 5
run112 | 0.878720 | 5
run113 | 0.445615 | 5
run114 | 0.438575 | 5
run115 | 0.375087 | 5
run116 | 0.360645 | 5
run117 | 0.355856 | 3
run118 | 0.371355 | 3
run119 | 0.362373 | 2
run120 | 0.548119 | 2
run121 | 0.465993 | 2
run122 | 0.438461 | 2
run123 | 0.454428 | 2
run124 | 0.390611 | 2
run125 | 0.393228 | 2
run126 | 0.373948 | 2
run127 | 0.364349 | 2
run128 | 0.357856 | 2
run129 | 0.349269 | 2
run130 | 0.556466 | 5
run131 | 0.625604 | 5
run132 | 0.461594 | 5
run133 | 0.462843 | 5
run134 | 0.409290 | 5
run135 | 0.372049 | 5
run136 | 0.355564 | 5
run137 | 0.353151 | 4
run138 | 0.356443 | 3
run139 | 0.356609 | 2
run140 | 0.576745 | 5
run141 | 0.576658 | 5
run142 | 0.449849 | 5
run143 | 0.465531 | 5
run144 | 0.404145 | 5
run145 | 0.404298 | 5
run146 | 0.363253 | 5
run147 | 0.362028 | 3
run148 | 0.361257 | 3
run149 | 0.368395 | 2
run150 | 0.509319 | 2
run151 | 0.497963 | 2
run152 | 0.456840 | 2
run153 | 0.412286 | 2
run154 | 0.401555 | 2
run155 | 0.380748 | 2
run156 | 0.371428 | 2
run157 | 0.364793 | 2
run158 | 0.356504 | 2
run159 | 0.357095 | 2
run160 | 0.528094 | 5
run161 | 0.494282 | 5
run162 | 0.480694 | 5
run163 | 0.469045 | 5
run164 | 0.394868 | 5
run165 | 0.371801 | 5
run166 | 0.364331 | 5
run167 | 0.355597 | 4
run168 | 0.352927 | 3
run169 | 0.358232 | 2
run170 | 0.554956 | 5
run171 | 0.547593 | 5
run172 | 0.671010 | 5
run173 | 0.499947 | 5
run174 | 0.407429 | 5
run175 | 0.387034 | 5
run176 | 0.368718 | 5
run177 | 0.359370 | 3
run178 | 0.362731 | 3
run179 | 0.360726 | 2
run180 | 0.462220 | 2
run181 | 0.495341 | 2
run182 | 0.447204 | 2
run183 | 0.415954 | 2
run184 | 0.394919 | 2
run185 | 0.386679 | 2
run186 | 0.374682 | 2
run187 | 0.363592 | 2
run188 | 0.361840 | 2
run189 | 0.361679 | 2
run190 | 0.536608 | 5
run191 | 0.444322 | 5
run192 | 0.512076 | 5
run193 | 0.412200 | 5
run194 | 0.386044 | 5
run195 | 0.373294 | 5
run196 | 0.353185 | 5
run197 | 0.357176 | 4
run198 | 0.359536 | 3
run199 | 0.352596 | 2
run200 | 0.579691 | 5
run201 | 0.520721 | 5
run202 | 0.509037 | 5
run203 | 0.538015 | 5
run204 | 0.467005 | 5
run205 | 0.389200 | 5
run206 | 0.372265 | 5
run207 | 0.353860 | 3
run208 | 0.364026 | 3
run209 | 0.357431 | 2
run210 | 0.546631 | 2
run211 | 0.519247 | 2
run212 | 0.463772 | 2
run213 | 0.438558 | 2
run214 | 0.398027 | 2
run215 | 0.380478 | 2
run216 | 0.370472 | 2
run217 | 0.364633 | 2
run218 | 0.358620 | 2
run219 | 0.355986 | 2
run220 | 0.503816 | 5
run221 | 0.508296 | 5
run222 | 0.460355 | 5
run223 | 0.413222 | 5
run224 | 0.424347 | 5
run225 | 0.364497 | 5
run226 | 0.361217 | 5
run227 | 0.357171 | 4
run228 | 0.357639 | 3
run229 | 0.352834 | 2
run230 | 0.732992 | 5
run231 | 0.718375 | 5
run232 | 0.547882 | 5
run233 | 0.434755 | 5
run234 | 0.405223 | 5
run235 | 0.381366 | 5
run236 | 0.363741 | 5
run237 | 0.375160 | 3
run238 | 0.359799 | 3
run239 | 0.362845 | 2
run240 | 0.528533 | 2
run241 | 0.475395 | 2
run242 | 0.505548 | 2
run243 | 0.430083 | 2
run244 | 0.414747 | 2
run245 | 0.397894 | 2
run246 | 0.372774 | 2
run247 | 0.360171 | 2
run248 | 0.356788 | 2
run249 | 0.360757 | 2
run250 | 0.542296 | 5
run251 | 0.491723 | 5
run252 | 0.453803 | 5
run253 | 0.417329 | 5
run254 | 0.388513 | 5
run255 | 0.368519 | 5
run256 | 0.355769 | 5
run257 | 0.352865 | 4
run258 | 0.358325 | 3
run259 | 0.349408 | 2
run260 | 0.692258 | 5
run261 | 0.624243 | 5
run262 | 0.508583 | 5
run263 | 0.522641 | 5
run264 | 0.410417 | 5
run265 | 0.417409 | 5
run266 | 0.362845 | 5
run267 | 0.358862 | 3
run268 | 0.364713 | 3
run269 | 0.362006 | 2
run270 | 0.651437 | 2
run271 | 0.481682 | 2
run272 | 0.453151 | 2
run273 | 0.415127 | 2
run274 | 0.395246 | 2
run275 | 0.383993 | 2
run276 | 0.371326 | 2
run277 | 0.362847 | 2
run278 | 0.361749 | 2
run279 | 0.352459 | 2
run280 | 0.520909 | 5
run281 | 0.548435 | 5
run282 | 0.488054 | 5
run283 | 0.436053 | 5
run284 | 0.405598 | 5
run285 | 0.361418 | 5
run286 | 0.358758 | 5
run287 | 0.352555 | 4
run288 | 0.350517 | 3
run289 | 0.359186 | 2
run290 | 0.506904 | 5
run291 | 0.805295 | 5
run292 | 0.493111 | 5
run293 | 0.468433 | 5
run294 | 0.440864 | 5
run295 | 0.380910 | 5
run296 | 0.371085 | 5
run297 | 0.359339 | 3
run298 | 0.359821 | 3
run299 | 0.355863 | 2
run300 | 0.371775 | 299
run301 | 0.367932 | 299
run302 | 0.375090 | 299
run303 | 0.382709 | 299
run304 | 0.364712 | 299
run305 | 0.381377 | 299
run306 | 0.373927 | 299
run307 | 0.367622 | 299
run308 | 0.370207 | 299
run309 | 0.366973 | 299
