model,T_mean,T_median,T_final,ECE_mean_CV,ECE_unscaled,ECE_scaled
run127,0.8858894348144531,0.9073684811592102,0.8851655125617981,0.025728581621545503,0.01930249301952042,0.018665060042668505
run138,1.0295032262802124,1.0446993112564087,1.0283869504928589,0.03642598806498768,0.03226488953536354,0.032482124532642084
run147,0.9399776339530945,0.9248421788215637,0.9396522641181946,0.051605525858217885,0.046536033218496003,0.04636456446638843
run304,0.8177724242210388,0.8116241693496704,0.8191984295845032,0.030828721524142195,0.032514497027920475,0.02304940073841092
